id,image1Text,image2Text,image3Text
ga090519,,,Today could use a dimmer switch.
ga090520,What a beautiful day for a picnic!,,Unless you're those people! HEY! BRING THAT BACK!
ga090521,"Hey, cat! Hey, rock!",What'cha doin'? Nothing much. What are you doing?,"Waiting for the next glacier. Oh, to be a rock."
ga090522,I feel at one with nature.,"Me, too.",Squirrelburger?
ga090523,"Hmm, a walnut tree.",BONK!,Isn't nature great? If you like concussions!
ga090525,A sombrero!,,Take me to your Chimichangas.
ga090526,I like this sombrero.,It's comfortable...,And functional. JUST a minute...
ga090528,"Tortilla chips, huh? Yep.",MUNCH MUNCH Not bad. MUNCH MUNCH,You really should have salsa with these. It's in the brim. Dip away.
ga090529,,"OH, no...","I do NOT want to play ""Pinata""! No hablo ingles, Senor."
ga090530,"Hola, amigo! Hola.",,Care to explain yourself?! Let's just say he makes a cheese quesadilla to die for.
ga090601,Some of these flavored coffees are pretty good.,SLUP Mmm.,Canary.
ga090603,"Are you packed for the fishing trip, Garfield? Yup",Got everything.,"Cornmeal, butter, eggs, tartar sauce, buns, deep fryer and 200 miles of extension cord!"
ga090604,"Okay, Garfield. We're going to back the boat into the water.",Let me know when to stop. G'wan back.,That's good.
ga090605,Let's see...which lure should I...ah...AH...,CHOO,YAAHH! How about the one in your left nostril?
ga090606,"Watch the distance of this cast, Garfield! It's gonna be a new world's record!",FLING,"Hark, did I hear a trout chuckle?"
ga090607,nnngggghhhhhhhh... aaeeeeerrrrrrggghhh...,YAHOO! COME TO PAPA!,"GET THE NET, GARFIELD! GET THE NET! For the fish, or fo you?"
ga090608,THAT is an ugly lure!,GOT ONE!,"THAT is an ugly fish! Ugly in, ugly out."
ga090610,CLONK!,I'm attracting a more sophisticated audience.,That was an italian shoe.
ga090611,RING RING,RING RING BARK! BARK! BARK!,Did you make tat phone stop ringing?
ga090612,,Pet Store,"I'd like a hamster, a canary, and a large Cola, please."
ga090613,"Garfield, I'm thinking about taking you to a pet psychic.",I want to understand what you're thinking.,"""Feeeeeed me..."""
ga090615,"They say as you grow older, your ears and your nose continue to grow.",,Let's not grow old. Deal.
ga090617,"I promise, no age jokes this year.",,"I SAID, I PROMISE, NO AGE JOKES THIS YEAR!!!"
ga090618,I invited Liz over for your birthday.,One...two...three...four...,"You're counting cake slices, aren't you? Better take two."
ga090622,"You look down, Garfield.","Are you bored, upset or sleepy?",I only get to choose one?
ga090623,Almost everything is your fault!,That's not true.,EVERYTHING is my fault!
ga090624,,"Here's a good spot to bury your bone, Odie!",DIG DIG DIG DIG DIG DIG I love my job.
ga090625,Wow!,What a beautiful view!,I can see a cat food factory from here!
ga090626,Jon! You shouldn't leave these things out!,I might eat one!,"Fear not, my dear. I'LL protect you."
ga090627,...and that's why I...hey!,You're not Jon! You're a potted plant!,You should wear a name tag or something!
ga090629,The washing machine's broken...,So I did my laundry in the dishwasher.,"Now my underwear smells lemony fresh. And the dishes? Well, that's another story."
ga090630,"Well, the kitchen's floor's mopped!",,Did you know the linoleum had a pattern? And when was the last time you saw Paisley?
ga090701,rrrrrrrrrrrrrrrr,Check out the carpet!,Fresh vacuum cleaner tracks. I am the MAN!
ga090702,,foof,I think it's time to dust. Is it july again already?
ga090703,Dusting isn't so hard!,VOOOOOOOO,"Not with a leaf blower, it isn't. Hey, I found the couch!"
ga090704,VOOOOOOOOOO Hmm...,THOOP,"The leaf blower *sucks*, too! Oh, for a world where pets could pick their owners."
ga090705,cool powder.,"Everything about it makes you feel special! Oh, come on, Jon, I don't see how...",...aaah!
ga090706,I love mondays!,WHOOMP,So much for reverse psychology.
ga090707,What time is it? How should I know? I'm not wearing a watch!,HA! HA! HA!,It was worth it.
ga090708,If wearing shades is cool...,I figure wearing *three* pairs of shades must be *three* times as cool!,"About ten more pairs and you'll be in the neighborhood, pal!"
ga090709,...and that's how I spent my day.,I'm surprised you sat and listened to me this long. What?!,You mean this *isn't* a nightmare?!
ga090710,Odie seems to enjoy chasing his tail.,,Well? Not gonna happen.
ga090713,"When I was ten, Thought girls were weird.",Bit now that I'm older...,"I KNOW they're weird. With maturity comes great wisdom, my son."
ga090715,Liz and I rented a movie. Want to watch it with us?,,There will be popcorn. I'll warm up the couch.
ga090716,Guess what? What?,I have a surprise for Liz.,And I've hidden it where you can never find it. In which case I have a surprise (burp) for *you*.
ga090717,"Here, Liz.",That's what's left of your flower after Garfield got through with it.,Uh thank you. And here's a picture of your candy.
ga090718,Wow...what a kiss!,Wow...it really was.,Wow. Here comes a big ol' hairball.
ga090720,The yard doesn't look so good.,Now that you mention it...,Out blade of grass could do with a trim.
ga090721,They say playing with your pet can be a real bonding experience.,"Funny, but I'm not feeling the love.",Come a little closer. I'LL give you love.
ga090722,I have no clean clothes to wear.,I gues I'll just have to break down and do the laundry.,"Although I could make a poncho out of the shower curtain. We're BACHELORS, baby."
ga090724,This house isn't going to clean itself.,,"That would be pretty cool, though. Let's wait a few more months, just in case."
ga090725,This tag clearly identifies you as my pet.,Cool!,"I'm going to annoy big, mean guys!"
ga090727,"My birthday is coming up, you know.","Please don't get me anything, though.","Well, there you went and spoiled my surprise."
ga090728,Liz is taking me to dinner for my birthday!,,Me. Not us. ME. I hope your Arugula is rubbery.
ga090731,That's my family and me at my college graduation.,Mom...and dad...and Doc Boy... What's he holding?,He took that chicken everywhere. The little cap and gown threw me off.
ga090801,There's Little Cletus Snitch...he lived up the road from us.,He was a mean kid...always teasing the farm animals.,Then one day a cow ate him. And the Snitch Burger was born.
ga090803,,,Working at home has its disadvantages.
ga090804,Cookies!,,I thought I heard flour being sifted! You're incredible.
ga090805,"I like to think of myself as an outdoorsman. Oh, no!",I'm going to do it! No! Don't do it!,I'm going to open a window! You're a wild man!
ga090806,squeek squeek squeek squeek,New shoes. Ah.,squeek squeek squeek
ga090807,,,My new shoes are too tight. You think?
ga090808,I brlieve in planning ahead.,Becaaauuuuse...,"If you spend enought ime planning, you never actually have to do anything."
ga090810,splat,splat splat splat splat splat splat splat splat,I see Mrs. Feeny got a new scope for her paintball gun. You'd think it would improve her aim.
ga090811,Another threatening letter from Mrs. Feeny.,She's hired a txidermist.,That's his concept sketch. I look so lifelike.
ga090814,Don't you think you and Mrs. Feeny should make up and be friends?,HA! HA! HA! HA! HA!,Did your little talk do any good? It seemed to cheer him up.
ga090817,,,"It's ""Lasagna Week"" on the cooking channel."
ga090818,,Will Eat Homework For Food,Times are tough.
ga090819,,What are you doing? Waiting for my spotlight.,You'd think he'd have learned something about cats by now.
ga090820,What a boring day.,,
ga090821,"Look, if you dare, into the dark world of the dog...",pant pant pant pant pant pant pant pant scratch scratch scratch,Good luck sleeping tonight.
ga090822,Ah!,Eggs!,"Now, where's the nest with the bacon?"
ga090824,,EEEEEEEK,"Um...I mean, get the mouse. This goes right in my blog."
ga090825,"I did not sleep a wink last night! Okay, okay...",I'll look into it.,"Uh, Tommy, could I have a word with you?"
ga090826,"Garfield, we really need to talk about this mouse problem.",,"Go ahead. Anything you say to him, you can say to us."
ga090827,,,"Oh, the blight of urban sprawl."
ga090828,nibble nibble,Whew! Stuffed!,Sharing with mice is nice.
ga090829,Weird. The cheese drawer in the refrigerator...,Is FULL of these tiny pieces of paper.,"Stop with the I.O.U.s No, no...I'm good for it."
ga090831,Happiness is contagious!,,I'm immune.
ga090901,"Take a look at this, Jon!",This is a pice of blank paper.,Then may I assume you can also see that my dish is empty?
ga090902,I cut my finger on your cat food can today.,I hope you appreciate what I go through for you.,I hope you didn't bleed on my food.
ga090903,,YAAAAAAH!,"Hey, the leftove rcanary in the refrigerator is mine, pal!"
ga090904,,"I know, Odie...",I have dog treats on my breath.
ga090905,Sig.,SMACK!,How would you like it if I did that to you?! As long as you're not sighing.
ga090907,"Your lobster, Sir.",,"There's ANOTHER restaurant I can't go back to. ""Crazed diner beats entree with pepper mill."""
ga090908,"Liz and I would like to be alone, Garfield.",I understand completely.,"I'd be embarrassed to be seen with him too, lady."
ga090909,"You know, as a vet I can tell you that cats shouldn't really drink coffee.",,You're funny.
ga090910,I't nice to have a man around the house.,There's a man around the house?,"I mean YOU, Jon. I knew that! This whole ""man"" thing is new to Jon."
ga090911,Liz always wants to do GIRL things.,Today we went to a CRAFTS FAIR...,"And I... *sob!* ENJOYED it! There, there...let's go lie on the couch and scratch ourselves."
ga090912,I'm writing a love note to Liz.,And we need a dozen cans of tuna.,"Not everything is a shopping list, Garfield. Tell me you're kidding."
ga090914,Z,BARK!,Z
ga090915,,,Your burger's not done yet. What's taking so long?!
ga090916,I'll bet I'm more bored than you are.,That's impossible.,You're not sitting here with YOU.
ga090917,Lap Dogs Needs Good Home.,,Now THERE's a lap I'd like to see.
ga090918,"Garfield, can you help me?",The zipper on my muscle suit is stuck.,I HOPE THAT HURT! hee hee hee hee hee
ga090919,Somebody pushed Little Timmy down the old well!,Uh...,"There isn't a security camera there, is there?"
ga090921,bzzzzzzzzzzzzz,SMACK,You gonna eat that?
ga090922,,,Summer's over.
ga090924,,phhhhhhhhht,"Didn't buy it, huh? My purr needs work."
ga090925,,,"Busy day? Yeah, but it was a good busy."
ga090926,"Yessiree, I am in a GOOD mood...","And not even YOU can spoil my day, you fat slob!",...Larry went with a smile on his lips and the comics section on his face.
ga090928,,"Odie, would you please not stand so close to me?",
ga090929,WHIRRRRRRRRRR,,Never floss near a blender. You missed a spot...
ga090930,I'll bet there are fish in this lake.,"You got THAT right, fat boy?",You're all wet. It was worth it.
ga091002,Guess what I bought at the hardware store...,A DRYWALL PATCH!,Now I just need a hole! How about the gaping one in your head?
ga091003,I'm bored.,But not too bored.,What are you doing? Striving for perfection.
ga091005,What a day it's been!,,I'm theorizing here.
ga091007,BURP!,You have a lot of bad habits. true...,"But, you know, I still feel like I could have more."
ga091008,Beware Of Cruel Dog,Cruel?,Guess Your Weight And Age
ga091009,,,Stop slobbering or learn to swim.
ga091010,"Colonel, look! An UFO has landed on the parade ground!","Egad, corporal, this is historic! Man meets aliens! What a moment!","What are they doing now? Emptying their septic tank, sir. ""Saucer trash"""
ga091012,"Look, Liz forgot her purse.",,Touch it. Are you kidding? It might go off!
ga091014,Liz's purse smells like her.,I wonder what my wallet smells like.,"A sweaty black pocket. And scientific curiosity is sated once again, ladies and gentlemen!"
ga091015,Having a purse in the house completely disrupts the swinging bachelor vibe around here.,,"What? Say that again for my webcam, and I'll make you famous."
ga091016,DING DONG That'll be Liz to pick up her purse.,"Thanks, Jon...I've gotta run to work. kiss*","FEEL FREE TO LEAVE IT MORE OFTEN! Close, the door, you're letting the mush in!"
ga091017,I remember my aunt Orleen carried a REALLY big purse around all the time.,Her right biceps was as big as her thigh.,She was a sight in a strapless evening gown. And thank you in advance for my new nightmare.
ga091019,I must claw something!,Whew! I feel much better.,"Have you seen my new curtains? Define ""new""."
ga091020,I must admit there's one thing about Odie...,,He makes me fell fun to be around.
ga091021,"Nobody would dare to push you around, Garfield.","You got that right, pal.",They might pull a muscle. Hey!
ga091022,"I can't go out tonight, Liz...I have a terrible cold.","Don't worry, though. Garfield's taking good care of me...",As in NOT! Can't you breathe in the other direction?
ga091023,Today I volunteered to help clean up the city park!,It felt so good to be giving BACK to the community!,And he got to swing on the swings. And I got to swing on the swings!
ga091024,I'm surprised you haven't caught my cold yet.,Are you listening to me?,Pardon?
ga091028,"Did you bring me a brain, Igor? An *evil* brain? Yes, master...",It's from an INSURANCE SALESMAN!,"Okay, Igor, now you're scaring ME. SOMEone's bucking for ""Employee Of The Month""."
